CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email,lat,lon
1236000126,360216,Concheiro Centro Medico Quirurgico,Avenida Madrid 4,986413244,360577,Vigo,36,Pontevedra,12,Galicia,36204,40,C11,Hospitales Generales,20,Privados,N,,,N,aconcheiro@centromedicoconcheiro.com,42.2283163,-8.7192099
1236000125,360274,Clinica Residencia El Pinar,Carretera Vella Madrid 120,986266400,360577,Vigo,36,Pontevedra,12,Galicia,36214,84,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,gerencia@hospitalelpinar.com,42.2207499,-8.6819184
1236000123,360255,Centro Medico Pintado,Avenida Hispanidade 40,986413300,360577,Vigo,36,Pontevedra,12,Galicia,36203,12,C11,Hospitales Generales,20,Privados,N,,,N,a.aranda@clinicapintado.com,42.2300968,-8.7291465
1236000115,360182,Hospital Ribera Povisa,Calle Salamanca 5,986413144,360577,Vigo,36,Pontevedra,12,Galicia,36211,573,C11,Hospitales Generales,20,Privados,N,,,N,povisa@povisa.es,42.2238575,-8.7281086
1236000122,360268,Hestia San Jose,Calle Tomas A Alonso 89,986235606,360577,Vigo,36,Pontevedra,12,Galicia,36208,48,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,pssanjoseadministracion@hestiaalliance.org,42.2240225,-8.7374113
1236000120,360209,Vithas Hospital Nosa Señora de Fatima,Calle Via Norte 48,986821100,360577,Vigo,36,Pontevedra,12,Galicia,36206,200,C11,Hospitales Generales,20,Privados,N,,,N,infovigo@vithas.es,42.2340343,-8.7090067
1236000128,360368,Complexo Hospitalario Universitario de Vigo,Carretera Clara Campoamor 341,986811111,360577,Vigo,36,Pontevedra,12,Galicia,36312,1261,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,42.1887407,-8.7149039
1236000127,360353,Hospital Publico Do Salnes,Calle Hospital Do Salnes 30,986568000,360600,Vilagarcía de Arousa,36,Pontevedra,12,Galicia,36619,131,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,,42.5737508,-8.727211
737001404,370074,Hospital Los Montalvos (Complejo Asistencial Universitario de Salamanca),"Carretera Ciudad Rodrigo, S/N S/N",923330163,370877,Carrascal de Barregas,37,Salamanca,7,Castilla y León,37192,185,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,370016.0,Complejo Asistencial Universitario de Salamanca,N,gerencia.husa@saludcastillayleon.es,40.9270358,-5.7407109
737001405,370055,Hospital General de La Santísima Trinidad,"Paseo De Carmelitas, 74-94",923269300,372745,Salamanca,37,Salamanca,7,Castilla y León,37007,106,C11,Hospitales Generales,20,Privados,N,,,N,info@fhgst.es,40.9682334,-5.6695621
737001403,370037,Hospital Universitario de Salamanca (Complejo Asistencial Universitario De,Paseo De San Vicente 58-182,923291160,372745,Salamanca,37,Salamanca,7,Castilla y León,37007,814,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,370016.0,Complejo Asistencial Universitario de Salamanca,N,gerente.husa@saludcastillayleon.es,40.9648,-5.6727078
538000120,380282,Hospital Quirón Salud Costa Adeje,Urbanizacion San Eugenio S/N,922752626,380012,Adeje,38,Santa Cruz De Tenerife,5,Canarias,38660,62,C11,Hospitales Generales,20,Privados,N,,,N,admision.adj@quironsalud.es,28.0786227,-16.731322
538000121,380146,Hospital Universitario Hospiten Sur,Calle Av. Marítima 8,922750032,380064,Arona,38,Santa Cruz De Tenerife,5,Canarias,38660,242,C11,Hospitales Generales,20,Privados,N,,,N,sur@hospiten.com,28.05835,-16.72501
538002380,380348,Hospital del Sur,Calle Laderas del Mojón S/N,922174740,380064,Arona,38,Santa Cruz De Tenerife,5,Canarias,38627,98,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,,28.0696217,-16.7046424
538002290,380316,Hospital General de La Palma,Camino Cumbre (De La) 28,922 185 000;922185000,380086,Breña Alta,38,Santa Cruz De Tenerife,5,Canarias,38713,198,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,gerenhglp.scs@gobiernodecanarias.org,28.6722867,-17.788754
538002381,380337,Hospital del Norte,Calle Gaviotas (Las) 22,922 678 061;922678061,380223,Icod de los Vinos,38,Santa Cruz De Tenerife,5,Canarias,38437,51,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario de Canarias,N,dirgerhuc.scs@gobiernodecanarias.org,28.3831023,-16.6914791
538000115,380201,Hospital Quironsalud Vida,Calle Magnolias 2,922330550,380260,"Orotava, La",38,Santa Cruz De Tenerife,5,Canarias,38312,24,C11,Hospitales Generales,20,Privados,N,,,N,clinicasvida@clinicasvida.es,28.386003,-16.532912
538000126,380223,Hospital Universitario Hospiten Bellevue,Calle Alemania 4,922368822;922383551,380282,Puerto de la Cruz,38,Santa Cruz De Tenerife,5,Canarias,38400,199,C11,Hospitales Generales,20,Privados,N,,,N,bellevue@hospiten.es,28.4068595,-16.544774
538001821,380178,Hospital Universitario de Canarias,Carretera Cuesta Taco S/N,922678000,380239,San Cristóbal de La Laguna,38,Santa Cruz De Tenerife,5,Canarias,38320,681,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario de Canarias,N,dirgerhuc.scs@gobiernodecanarias.org,28.4668189,-16.2904635
538002289,380244,Hospital Nuestra Señora de Guadalupe,Calle Langrero S/N,922140219,380368,San Sebastián de la Gomera,38,Santa Cruz De Tenerife,5,Canarias,38800,40,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,gersangom.scs@gobiernodecanarias.org,28.103079,-17.1317664
538001244,380064,Hospital San Juan de Dios Tenerife,Carretera Santa Cruz Laguna 53,922645511,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38009,135,C11,Hospitales Generales,22,Organizaciones No Gubernamentales,N,,,N,tenerife.admision@sjd.es,28.4899,-16.33351
538000116,380103,Hospital Parque,Calle Méndez Núñez 40-44,922274400,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38003,67,C11,Hospitales Generales,20,Privados,N,,,N,gerente@parquehospitales.es,28.47034,-16.25365
538000130,380099,Vithas Hospital Santa Cruz,Calle Enrique Wolfson 8,922534733,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,62,C11,Hospitales Generales,20,Privados,N,,,N,infotenerife@vithas.es,28.471628,-16.2589488
538000373,380295,Hospital Universitario Hospiten Rambla,Rambla Santa Cruz 115,922291600,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38001,97,C11,Hospitales Generales,20,Privados,N,,,N,rambla@hospiten.com,28.4749853,-16.2514806
538000536,380086,Hospital Quirón Salud Tenerife,Calle Poeta Rodríguez Herrera 1,922270700,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,187,C11,Hospitales Generales,20,Privados,N,,,N,info.tenerife@quironsalud.es,28.4711962,-16.2670166
538004244,380048,Unidades Clínicas y de Rehabilitación de Salud Mental,Calle Domingo J Manrique 2,922678000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,94,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario de Canarias,N,,28.4702051,-16.2677264
538004230,380033,Hospital de Ofra,Calle Santa María Soledad 28,922602000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38010,63,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,,28.4702191,-16.2742802
538001932,380027,Hospital Universitario Nuestra Señora de Candelaria,Carretera Rosario (Del) 145,922602000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38010,839,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora de Candelaria,N,mgalmarn@gobiernodecanarias.org,28.4495918,-16.2844877
538000118,380359,Clínica Tara,Calle Casas Altas S/N,922563351,380435,Tacoronte,38,Santa Cruz De Tenerife,5,Canarias,38399,12,C190,Otros Centros con Internamiento,20,Privados,N,,,N,,28.4767164,-16.4031258
538002288,380276,Hospital Insular Nuestra Señora de Los Reyes,Calle Calle Los Barriales 1,922 553 505;922553505,380488,Valverde,38,Santa Cruz De Tenerife,5,Canarias,38900,32,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,gerenciaseh.scs@gobiernodecanarias.org,27.8143938,-17.91563
639000456,390134,Hospital Comarcal de Laredo,Avenida Derechos Humanos S/N,942638500;942638502,390358,Laredo,39,Cantabria,6,Cantabria,39770,131,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,gerent.hlrd@scsalud.es,43.4169813,-3.4442287
639000455,390152,Hospital Mompia,Avenida De Los Condes S/N,942584100;942584114,390731,Santa Cruz de Bezana,39,Cantabria,6,Cantabria,39108,105,C11,Hospitales Generales,20,Privados,N,,,N,administracion@clinicamompia.com,43.4335423,-3.9179862
639000883,390041,Hospital Mutua Montañesa,Avenida Del Faro - Pintor Eduardo Sanz 19 BAJO,942204100;942204111,390759,Santander,39,Cantabria,6,Cantabria,39012,30,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,,,N,t.usle@mutuamontanesa.es,43.4904156,-3.790825
639001300,390067,Centro Hospitalario Padre Menni,Avenida Cantabria 52,942390060;942391260,390759,Santander,39,Cantabria,6,Cantabria,39012,65,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,gerencia@mennisant.com,43.4783601,-3.7948639
639000462,390054,Hospital Santa Clotilde,Calle General Dávila 35,942211678;942217711,390759,Santander,39,Cantabria,6,Cantabria,39006,127,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,hstaclotilde.gerencia@sjd.es,43.4676539,-3.7989977
639000197,390015,Hospital Universitario Marques de Valdecilla,Avenida Valdecilla 25,942202520;942202560,390759,Santander,39,Cantabria,6,Cantabria,39008,923,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,dirger.humv@scsalud.es,43.4550627,-3.8316867
639000989,390149,Hospital Sierrallana,Barrio Ganzo S/N,942847400,390876,Torrelavega,39,Cantabria,6,Cantabria,39300,301,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,secretaria.hsll@scsalud.es,43.3598404,-4.0669498
740000780,400058,Unidad de Rehabilitación Psiquiátrica Nuestra Señora de La Fuencisla,Carretera De La Granja 7,921421800,401556,Palazuelos de Eresma,40,Segovia,7,Castilla y León,40194,56,C14,Hospitales de salud mental y tratamiento de toxicomanías,5,Diputación o Cabildo,N,,,N,jmartin@dipsegovia.es,40.9112855,-4.0587481
740000779,400045,Hospital Recoletas Segovia Nuestra Señora de La Misericordia,Calle Doctor Velasco 21-23,921460112,401945,Segovia,40,Segovia,7,Castilla y León,40003,36,C11,Hospitales Generales,20,Privados,N,,,N,direccion.medica.hrsg@gruporecoletas.com,40.9529775,-4.1239079
740000778,400019,Hospital General de Segovia (Complejo Asistencial de Segovia),Calle Luis Erik Claveria Neurólogo S/N S/N,921419100,401945,Segovia,40,Segovia,7,Castilla y León,40002,381,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,gerente.gasse@saludcastillayleon.es,40.9430869,-4.1280504
141000543,410227,Hospital El Tomillar,Carretera Alcalá-Dos Hermanas S/N,000000000,410042,Alcalá de Guadaíra,41,Sevilla,1,Andalucía,41500,80,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen de Valme,N,,37.3076207,-5.8900341
141000556,410212,Residencia de Salud Mental Nuestra Señora del Carmen,Avenida Rio Pudio S/N,954906671,410172,Bormujos,41,Sevilla,1,Andalucía,41930,54,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,rescudero@trajanoxxv.com,37.3785301,-6.0703179
141000555,410353,Hospital San Juan de Dios del Aljarafe,Avenida San Juan de Dios S/N,955050550,410172,Bormujos,41,Sevilla,1,Andalucía,41930,200,C11,Hospitales Generales,4,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,N,,,N,,37.3698639,-6.0834624
141001671,410375,Hospital Vithas  Sevilla,Avenida Placido Fernández Viagas S/N,954464000,410299,Castilleja de la Cuesta,41,Sevilla,1,Andalucía,41950,148,C11,Hospitales Generales,20,Privados,N,,,N,aljarafe@hospitales.nisa.es,37.3888655,-6.0612659
141002262,410397,Hospital de Alta Resolución Sierra Norte,Avenida Dr. Larrauri S/N,955889037,410331,Constantina,41,Sevilla,1,Andalucía,41450,8,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,,37.8626004,-5.6192039
141006854,410496,"Adinfa, Sociedad Cooperativa Andaluza",Calle María Jesús 3,607271338,410346,Coria del Río,41,Sevilla,1,Andalucía,41100,25,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,adinfa@adinfa.es,37.2872437,-6.0570586
141001379,410233,Hospital San Agustín,"Calle Prolongación Doctor Fleming, Sector 13 S/N",955050570,410384,Dos Hermanas,41,Sevilla,1,Andalucía,41703,93,C11,Hospitales Generales,20,Privados,N,,,N,jfdominguez@hsanagustin.com,37.2833714,-5.9321758
141006465,410432,Clínica de Salud Mental Miguel de Mañara,Calle Hermanos de La Cruz Blanca 1,954127033,410384,Dos Hermanas,41,Sevilla,1,Andalucía,41089,18,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,direccion@samuwellness.com,37.3329341,-5.9186007
141006017,410419,Hospital de Alta Resolución de Écija,Avenida Doctor Sánchez Malo 73,955879001,410397,Écija,41,Sevilla,1,Andalucía,41400,2,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410507.0,Hospital La Merced,N,,37.5363051,-5.0834998
141006016,410454,Hospital de Alta Resolución de Lebrija,Avenida El Cuervo S/N,000000000,410536,Lebrija,41,Sevilla,1,Andalucía,41740,22,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen de Valme,N,,36.913345,-6.073424
141000554,410248,Hospital de Alta Resolución de Morón de La Frontera,Plaza San Francisco S/N,954851008,410652,Morón de la Frontera,41,Sevilla,1,Andalucía,41530,12,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen de Valme,N,,37.1170679,-5.454283
141000540,410251,Hospital La Merced,Avenida De La Constitución 2,955077200,410687,Osuna,41,Sevilla,1,Andalucía,41640,225,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410507.0,Hospital La Merced,N,dgerencia.aso.sspa@juntadeandalucia.es,37.2333344,-5.0986493
141000536,410325,Fremap Hospital y Centro de Rehabilitación de Sevilla,Avenida De Jerez S/N,954249102,410917,Sevilla,41,Sevilla,1,Andalucía,41014,102,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,,,N,,37.3276266,-5.9668534
141002499,410409,Hospital Viamed Santa Ángela de La Cruz,Avenida De Jerez 59,954032000,410917,Sevilla,41,Sevilla,1,Andalucía,41014,105,C11,Hospitales Generales,20,Privados,N,,,N,gpc@viamedsantaangeladelacruz.com,37.327536,-5.9660338
141000552,410080,Hospital San Juan de Dios de Sevilla,Avenida Eduardo Dato 42,954933870,410917,Sevilla,41,Sevilla,1,Andalucía,41005,47,C11,Hospitales Generales,20,Privados,N,,,N,sevilla2@sjd.es,37.3819334,-5.9690223
141000534,410114,Hospital Quironsalud Sagrado Corazón,Calle Rafael Salgado 3,954937676,410917,Sevilla,41,Sevilla,1,Andalucía,41013,147,C11,Hospitales Generales,20,Privados,N,,,N,,37.3596367,-5.9800415
141000537,410129,Hospital Fátima,Glorieta De Méjico 1,954613300,410917,Sevilla,41,Sevilla,1,Andalucía,41012,73,C11,Hospitales Generales,20,Privados,N,,,N,info@hospitalfatima.es,37.3688778,-5.9881949
141000553,410191,Clínica Nuestra Señora de Aránzazu,Calle Jesús del Gran Poder 29,954382110,410917,Sevilla,41,Sevilla,1,Andalucía,41002,10,C190,Otros Centros con Internamiento,20,Privados,N,,,N,direccion@clinicaaranzazu.com,37.3958159,-5.995656
141000727,410135,Hospital Quironsalud Infanta Luisa,Calle San Jacinto 87,954330100,410917,Sevilla,41,Sevilla,1,Andalucía,41010,139,C11,Hospitales Generales,20,Privados,N,,,N,obdulio@infantaluisa.com,37.3812645,-6.0079454
141000649,410483,Ita Clinic Bcn,Calle Vidrio 32,954633252,410917,Sevilla,41,Sevilla,1,Andalucía,41005,19,C190,Otros Centros con Internamiento,20,Privados,N,,,N,sevilla@centroabb.com,37.3892614,-5.9856082
141000538,410074,Hospital Victoria Eugenia de La Cruz Roja Española,Avenida De La Cruz Roja 1,954352082,410917,Sevilla,41,Sevilla,1,Andalucía,41009,39,C11,Hospitales Generales,20,Privados,N,,,N,subdireccion@hospitalveugenia.com,37.4003999,-5.9827439
141000539,410107,Clínica Santa Isabel,Calle Luis Montoto 100,954919000,410917,Sevilla,41,Sevilla,1,Andalucía,41018,96,C11,Hospitales Generales,20,Privados,N,,,N,,37.386855,-5.9755538
141006243,410346,Hospital Psiquiátrico Penitenciario,"Carretera Torreblanca-Mairena Km. 3,5 S/N",955616666,410917,Sevilla,41,Sevilla,1,Andalucía,41007,184,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,director.sevillaps@dgip.mir.es,37.3804491,-5.874916
141000541,410021,Hospital Universitario Virgen de Valme,Avenida De Bellavista S/N,955015160,410917,Sevilla,41,Sevilla,1,Andalucía,41014,617,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen de Valme,N,hospitalvalme.sspa@juntadeandalucia.es,36.5270612,-6.2885962
141006842,410476,Hospital de La  Mujer,Avenida Manuel Siurot S/N,955012720,410917,Sevilla,41,Sevilla,1,Andalucía,41013,221,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen del Rocío,N,,37.3631613,-5.9826619
141000551,410465,Hospital Infantil,Avenida Manuel Siurot S/N,000000000,410917,Sevilla,41,Sevilla,1,Andalucía,41013,134,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen del Rocío,N,,37.3631613,-5.9826619
141000550,410443,Hospital de Rehabilitación y Traumatología del H.U.  Virgen del Rocío,Avenida Manuel Siurot S/N,000000000,410917,Sevilla,41,Sevilla,1,Andalucía,41013,295,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen del Rocío,N,,37.3631613,-5.9826619
141000547,410016,Hospital Universitario Virgen del Rocío,Avenida Manuel Siurot S/N,955013466,410917,Sevilla,41,Sevilla,1,Andalucía,41013,628,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen del Rocío,N,direcciongerencia.hvr.sspa@juntadeandalu,37.3631613,-5.9826619
141000546,410055,Hospital San  Lázaro,Avenida Doctor Fedriani S/N,955017800,410917,Sevilla,41,Sevilla,1,Andalucía,41009,66,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,,37.41446,-5.9828831
141000544,410042,Hospital Universitario Virgen Macarena,Avenida Doctor Fedriani 3,955008000,410917,Sevilla,41,Sevilla,1,Andalucía,41009,777,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,secretariadireccionger.hvm.sspa@...,37.4066646,-5.9861503
141006864,410205,Hospital de Emergencia Covid 19,Calle María Galiana 8,955013466,410917,Sevilla,41,Sevilla,1,Andalucía,41013,276,C12,Hospitales especializados,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen del Rocío,N,,37.3479759,-5.9749801
141001947,410386,Hospital de Alta Resolución de Utrera,Calle Brigadas Internacionales S/N,955839097,410956,Utrera,41,Sevilla,1,Andalucía,41710,14,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen de Valme,N,secretaria.chare.utrera.sspa@juntadeanda,37.1760139,-5.7858696
742001402,420051,Hospital Latorre,"Camino De Los Royales, 8 S/N",975950450,421736,Soria,42,Soria,7,Castilla y León,42005,29,C11,Hospitales Generales,20,Privados,N,,,N,direccion@hospital-latorre.com,,
742000618,420026,Hospital Virgen del Mirón (Complejo Asistencial de Soria),Carretera De Logroño 8,975220850,421736,Soria,42,Soria,7,Castilla y León,42005,91,C13,Hospitales de media y larga estancia,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,420040.0,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es,41.7717722,-2.4657798
742000617,420011,Hospital Santa Bárbara (Complejo Asistencial de Soria),"Paseo De Santa Bárbara, S/N S/N",975234300,421736,Soria,42,Soria,7,Castilla y León,42005,232,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,S,420040.0,Complejo Asistencial de Soria,N,gerente.hsor@saludcastillayleon.es,41.7688297,-2.4700202
943000772,430287,Unitat Polivalent En Salut Mental D'Amposta,Calle Americà 15,977338565,430141,Amposta,43,Tarragona,9,Cataluña,43870,127,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,fpmte@peremata.com,40.7067997,0.5801695
943000766,430252,Hospital Comarcal D'Amposta,Calle Jacint Verdaguer 11,977700050,430141,Amposta,43,Tarragona,9,Cataluña,43870,103,C11,Hospitales Generales,6,Municipio,N,,,N,jasaa@grupsagessa.cat,40.7087762,0.5781069
943000761,430081,Hospital Comarcal Mora D'Ebre,Calle Benet Messeguer S/N,977401863,430939,Móra d'Ebre,43,Tarragona,9,Cataluña,43740,120,C11,Hospitales Generales,8,Otras Entidades u o rganismos Públicos,N,,,N,dtorras@grupsgs.com,41.0956459,0.6375374
943000765,430249,Centre Sociosanitari Ciutat de Reus,Camino De Tarragona 10-12,977300021,431233,Reus,43,Tarragona,9,Cataluña,43204,85,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,info@stsgrup.org,41.1533858,1.1127681
943000752,430120,"Institut Pere Mata, S.A",Carretera De L'Institut Pere Mata S/N,977338565,431233,Reus,43,Tarragona,9,Cataluña,43206,727,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,ipm@peremata.com,41.1647872,1.0870929
943000750,430108,Centre Mq Reus,Calle Antoni Gaudi 26,977010800,431233,Reus,43,Tarragona,9,Cataluña,43203,50,C11,Hospitales Generales,20,Privados,N,,,N,dadm.cmqr@grupsgs.com,41.1602933,1.106134
943000751,430115,"Villablanca Serveis Assistencials, Sa",Partida Bellisens S/N,977391810,431233,Reus,43,Tarragona,9,Cataluña,43204,350,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,rodriguezm@peremata.com,41.1478151,1.1180517
943001036,430094,Hospital Universitari de Sant Joan de Reus,Avenida Josep Laporte 2,977310300,431233,Reus,43,Tarragona,9,Cataluña,43204,313,C11,Hospitales Generales,8,Otras Entidades u o rganismos Públicos,N,,,N,abrunet@grupsgs.com,41.14497,1.12327
943000775,430300,Centre Sociosanitari I Residencia Assistida Salou,Avenida Pau Casals 4,977385403,439057,Salou,43,Tarragona,9,Cataluña,43840,45,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,salouassistencial@stsgrup.org,41.0804502,1.1270228
943000764,430213,Policlínica Comarcal del Vendrell.,Avenida Santa Oliva 1-13,977660140,431401,Santa Oliva,43,Tarragona,9,Cataluña,43710,136,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,elvendrell@policlinicacomarcal.com,41.2262063,1.5386372
943000753,430069,Clinica Activa Mutua 2008,Calle Pin I Soler 12,977217900,431482,Tarragona,43,Tarragona,9,Cataluña,43002,22,C12,Hospitales especializados,21,Mútuas Colaboradoras con La Seguridad Social,N,,,N,tcabre@activamutua.es,41.1191198,1.2487587
943000754,430043,Hospital de Sant Pau I Santa Tecla,Rambla Vella 14,977259900,431482,Tarragona,43,Tarragona,9,Cataluña,43003,186,C11,Hospitales Generales,20,Privados,N,,,N,gloria@sv.ftecla.es,41.1163005,1.2549226
943000777,430322,Residencia Santa Tecla Ponent,Calle Menorca 26,977540678,431482,Tarragona,43,Tarragona,9,Cataluña,43006,70,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,megarcia@xarxatecla.cat,41.1227288,1.2129067
943000769,430265,Centre Sociosanitari Llevant,Calle Joan Fuster Ortells S/N,977239412,431482,Tarragona,43,Tarragona,9,Cataluña,43007,60,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,jmadsera@sv.ftecla.es,41.1437401,1.3939803
943000757,430056,Hospital Viamed Monegal,Calle Lopez Peláez 15-17,977225012,431482,Tarragona,43,Tarragona,9,Cataluña,43002,53,C11,Hospitales Generales,20,Privados,N,,,N,cecilia.gras@viamedmonegal.com,41.1187273,1.2512471
943000756,430022,Hospital Sociosanitari Francoli,Calle Joan Pau II 2,977232714,431482,Tarragona,43,Tarragona,9,Cataluña,43005,156,C13,Hospitales de media y larga estancia,8,Otras Entidades u o rganismos Públicos,N,,,N,gipss@gencat.cat,41.1238099,1.2392875
943000755,430017,Hospital Universitari Joan XXIII de Tarragona,Calle Doctor Mallafre Guasch 4,977295800,431482,Tarragona,43,Tarragona,9,Cataluña,43005,372,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,rramon@hjxxiii.scs.es / hospital@hj23.es,41.1240379,1.2386904
943000758,430173,Hospital de La Santa Creu,Paseo Mossèn Valls Bartomeu 1,977500533,431554,Tortosa,43,Tarragona,9,Cataluña,43590,250,C13,Hospitales de media y larga estancia,6,Municipio,N,,,N,lopd@grupsagessa.com,40.8271502,0.5103197
943000759,430189,Clinica Terres de L'Ebre,Plaza Joaquim Bau 6-8,977588200,431554,Tortosa,43,Tarragona,9,Cataluña,43500,40,C11,Hospitales Generales,6,Municipio,N,,,N,clinicatortosa@grupsagessa.cat,40.8138312,0.5162803
943000760,430167,Hospital de Tortosa Verge de La Cinta,Calle Esplanetes 44,977519100,431554,Tortosa,43,Tarragona,9,Cataluña,43500,248,C11,Hospitales Generales,2,Servicios e Institutos de Salud de Las Comunidades Autónomas,N,,,N,htvc@tinet.fut.es,40.81164,0.5242
